,claim,topic,date_published,page_is_example,page_is_image_credit,page_is_archived,claim_label
1555,"A truck carrying a shipment of Samsung smartphones exploded, killing three people.",fake news,"Sep 14th, 2016",False,False,True,false
1556,"A truck carrying a shipment of Samsung smartphones exploded, killing three people.",fake news,"Sep 14th, 2016",False,False,False,false
1557,"A video shows a ""mysterious rain"" all falling in ""one spot.""            See Example(s)",fauxtography,"May 31st, 2016",False,False,False,false
1558,"A photograph shows a group of sheep squeezing through a gate, despite no fence hemming them in.",fauxtography,"Sep 13th, 2016",False,False,False,false
1559,"A photograph shows a group of sheep squeezing through a gate, despite no fence hemming them in.",fauxtography,"Sep 13th, 2016",False,True,False,false
1560,Charmin had introduced a Pumpkin Spice variety of toilet paper.            See Example(s),fauxtography,"Sep 13th, 2016",False,False,False,false
1561,A zoo in China named a baby gorilla Harambe McHarambeface.,fake news,"Sep 13th, 2016",False,False,False,false
1562,A zoo in China named a baby gorilla Harambe McHarambeface.,fake news,"Sep 13th, 2016",False,True,False,false
1563,A new federal law will bar persons under the age of 18-years old from riding as passengers on motorcycles.,fake news,"Sep 13th, 2016",False,False,False,false
1564,"Leaked medical records, combined with viral images and videos, prove that Hillary Clinton is suffering from subcortical vascular dementia and has only one year to live.            See Example(s)",politics,"Sep 12th, 2016",False,False,False,false
1565,"Leaked medical records, combined with viral images and videos, prove that Hillary Clinton is suffering from subcortical vascular dementia and has only one year to live.            See Example(s)",politics,"Sep 12th, 2016",False,True,False,false
1566,Pittsburgh Steelers linebacker James Harrison issued a tweet threatening teammates who were considering kneeling during the national anthem.,,"Sep 13th, 2016",False,True,False,false
1567,"Dallas Cowboys owner Jerry Jones told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.",fake news,"Sep 13th, 2016",False,False,False,false
1568,"Dallas Cowboys owner Jerry Jones told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.",fake news,"Sep 13th, 2016",False,True,False,false
1569,"Hillary Clinton was reported dead on 11 September 2016, but the news was subsequently covered up and she was replaced by a body double.            See Example(s)",fake news,"Sep 13th, 2016",True,False,False,false
1570,"Hillary Clinton was reported dead on 11 September 2016, but the news was subsequently covered up and she was replaced by a body double.            See Example(s)",fake news,"Sep 13th, 2016",False,False,True,false
1571,"Hillary Clinton was reported dead on 11 September 2016, but the news was subsequently covered up and she was replaced by a body double.            See Example(s)",fake news,"Sep 13th, 2016",False,False,False,false
1572,President Obama said that the United States deserved being attacked by terrorists on 9/11 because we didn't respect Islam.            See Example(s),fake news,"Sep 12th, 2016",False,True,False,false
1573,Romanian newspaperman Cornel Nistorescu penned a pro-America editorial immediately after the 9/11 terrorist attacks.            See Example(s),september 11th,"Oct 12th, 2001",False,False,True,true
1574,A black-and-white photograph shows children playing on  frighteningly dangerous (by modern standards)  playground equipment in a public park.,fauxtography,"Sep 12th, 2016",False,False,False,true
1575,A black-and-white photograph shows children playing on  frighteningly dangerous (by modern standards)  playground equipment in a public park.,fauxtography,"Sep 12th, 2016",False,True,False,true
1576,"In 2013, Donald Trump extended his best wishes to all, even the ""haters and losers,"" via Twitter on the anniversary of 9/11.",politics,"Sep 12th, 2016",False,False,False,true
1577,"In 2013, Donald Trump extended his best wishes to all, even the ""haters and losers,"" via Twitter on the anniversary of 9/11.",politics,"Sep 12th, 2016",False,True,False,true
1578,Drilling into the shell of an iPhone 7 will reveal the device's missing headphone jack.,fauxtography,"Sep 12th, 2016",False,False,False,false
1579,"A woman who appeared in New York after Hillary Clinton left a 9/11 memorial service for medical reasons was body double Teresa Barnwell, not Clinton herself.            See Example(s)",fauxtography,"Sep 12th, 2016",True,False,False,false
1580,"A woman who appeared in New York after Hillary Clinton left a 9/11 memorial service for medical reasons was body double Teresa Barnwell, not Clinton herself.            See Example(s)",fauxtography,"Sep 12th, 2016",False,False,False,false
1581,Facebook is banning all Christian-themed content but will allow every other religion to share faith-based material on their social network.,fake news,"Sep 12th, 2016",False,False,True,false
1582,A Disney cartoon shows Mickey Mouse using an unusual method to make Swiss cheese.,disney,"May 6th, 2015",False,False,False,false
1583,Photographs show a New Jersey monument to the victims of 9/11 that was donated by Russia.            See Example(s),september 11th,"Mar 15th, 2009",False,False,False,true
1584,Photographs show a New Jersey monument to the victims of 9/11 that was donated by Russia.            See Example(s),september 11th,"Mar 15th, 2009",False,False,True,true
1585,Photos and video clips narrated by a medical doctor demonstrate that Democratic presidential candidate Hillary Clinton likely has Parkinson's disease.            See Example(s),politics,"Sep 9th, 2016",False,False,False,false
1586,Photos and video clips narrated by a medical doctor demonstrate that Democratic presidential candidate Hillary Clinton likely has Parkinson's disease.            See Example(s),politics,"Sep 9th, 2016",False,True,False,false
1587,Hillary Clinton said that she would be 'disappointed' if her daughter Chelsea married a black man.            See Example(s),politics,"Sep 10th, 2016",False,False,False,false
1588,"A photograph taken by a responding police officer shows a couple passed out in their vehicle from a suspected heroin overdose, with their child in the back seat.",fauxtography,"Sep 9th, 2016",False,False,False,true
1589,"A photograph taken by a responding police officer shows a couple passed out in their vehicle from a suspected heroin overdose, with their child in the back seat.",fauxtography,"Sep 9th, 2016",False,True,False,true
1590,WikiLeaks founder Julian Assange said Bernie Sanders was threatened to drop out of the presidential race.            See Example(s),fake news,"Sep 9th, 2016",True,False,False,false
1591,WikiLeaks founder Julian Assange said Bernie Sanders was threatened to drop out of the presidential race.            See Example(s),fake news,"Sep 9th, 2016",False,False,True,false
1592,WikiLeaks founder Julian Assange said Bernie Sanders was threatened to drop out of the presidential race.            See Example(s),fake news,"Sep 9th, 2016",False,False,False,false
1593,Brock Turner's father lamented that that the victim in his son's sexual assault case received no punishment.            See Example(s),fake news,"Sep 9th, 2016",False,False,True,false
1594,Brock Turner's father lamented that that the victim in his son's sexual assault case received no punishment.            See Example(s),fake news,"Sep 9th, 2016",False,False,False,false
1595,Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.,fauxtography,"Sep 8th, 2016",False,False,False,false
1596,Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.,fauxtography,"Sep 8th, 2016",False,True,False,false
1597,The theme to the original 'Star Trek' television includes never-used lyrics.,entertainment,"Mar 10th, 1999",False,False,False,true
1598,Prophylactic maker Durex is producing an eggplant-flavored condom.,politics,"Sep 8th, 2016",False,False,False,false
1599,President Obama has announced he'll refuse to leave office if Donald Trump is elected President.            See Example(s),fake news,"Sep 8th, 2016",False,False,True,false
1600,President Obama has announced he'll refuse to leave office if Donald Trump is elected President.            See Example(s),fake news,"Sep 8th, 2016",False,False,False,false
1601,"President Obama called Russian president Vladimir Putin a ""jackass"" at the close of the G20 summit.            See Example(s)",fake news,"Sep 7th, 2016",False,False,False,false
1602,"President Obama called Russian president Vladimir Putin a ""jackass"" at the close of the G20 summit.            See Example(s)",fake news,"Sep 7th, 2016",False,True,False,false
1603,A viral video shows a newborn baby delivered inside an intact amniotic sac.            See Example(s),medical,"Sep 7th, 2016",False,False,False,true
1604,A viral video shows a newborn baby delivered inside an intact amniotic sac.            See Example(s),medical,"Sep 7th, 2016",False,True,False,true
1605,A fake news article reported that a cross-eyed woman cut off her partner's penis after he refused to look her in the eye during sex.,fake news,"Sep 7th, 2016",False,False,False,false
1606,A fake news article reported that a cross-eyed woman cut off her partner's penis after he refused to look her in the eye during sex.,fake news,"Sep 7th, 2016",False,True,False,false
1607,George Soros said that he funded the Black Lives Matter movement because he wanted to 'bring down the United States' and 'the black community is the easiest to manipulate.',fake news,"Sep 7th, 2016",False,False,False,false
1608,George Soros said that he funded the Black Lives Matter movement because he wanted to 'bring down the United States' and 'the black community is the easiest to manipulate.',fake news,"Sep 7th, 2016",False,True,False,false
1609,A photograph shows a large waterspout produced by Hurricane Hermine off the coast of North Carolina.,fauxtography,"Sep 6th, 2016",False,False,False,false
1610,A photograph shows a large waterspout produced by Hurricane Hermine off the coast of North Carolina.,fauxtography,"Sep 6th, 2016",False,True,False,false
1611,"Phyllis Schlafly once said, ""There will be a woman president over my dead body.""            See Example(s)",questionable quotes,"Sep 6th, 2016",False,False,False,false
1612,"Phyllis Schlafly once said, ""There will be a woman president over my dead body.""            See Example(s)",questionable quotes,"Sep 6th, 2016",False,True,False,false
1613,You can win a free tiny house by liking and sharing a Facebook page and post.,inboxer rebellion,"Sep 6th, 2016",False,False,False,false
1614,President Obama asked Americans not to hold 9/11 victim tributes because they are offensive to Muslims.,fake news,"Sep 6th, 2016",False,True,False,false
1615,"Comedian Bill Murray is running for president and proclaimed religion to be ""the worst enemy of mankind.""",fake news,"Jan 29th, 2016",False,False,False,false
1616,"The atheist mayor of DeQuincy, Louisiana, fired a firefighter for praying at the scene of a fire.            See Example(s)",fake news,"Sep 6th, 2016",False,False,False,false
1617,President Obama is planning on lighting the Empire State Building green to celebrate the Muslim holiday of Eid al-Fitr on 11 September 2016.,politics,"Sep 6th, 2016",False,False,False,false
1618,President Obama is planning on lighting the Empire State Building green to celebrate the Muslim holiday of Eid al-Fitr on 11 September 2016.,politics,"Sep 6th, 2016",False,True,False,false
1619,A store in a Houston shopping closed on September 11 to honor one of the 9/11 hijackers.            See Example(s),september 11th,"Sep 18th, 2009",False,False,False,false
1620,Mexican troops provided aid to U.S. residents in the chaotic aftermath of Hurricane Katrina.            See Example(s),hurricane katrina,"Sep 5th, 2016",False,False,False,true
1621,Video shows a woman being hit by a car after fleeing her home from a prank intruder.             See Example(s),fauxtography,"Nov 25th, 2012",False,False,False,false
1622,Phillip Morris has announced the introduction of Marlboro M brand marijuana cigarettes.            See Example(s),political news,"Jan 23rd, 2014",False,False,False,false
1623,Singer Miley Cyrus drowned in a bathtub due to a prescription drug overdose.,computers,"Sep 5th, 2016",False,False,False,false
1624,"A photograph shows Donald Trump, Muhammad Ali, and Rosa Parks after receiving the Ellis Island Medal of Honor in 1986.            See Example(s)",politics,"Sep 5th, 2016",False,False,False,true
1625,"A photograph shows Donald Trump, Muhammad Ali, and Rosa Parks after receiving the Ellis Island Medal of Honor in 1986.            See Example(s)",politics,"Sep 5th, 2016",False,True,False,true
1626,A woman in Idaho was sentenced to seven years in prison for breastfeeding in public.            See Example(s),fake news,"Sep 4th, 2016",False,False,False,false
1627,CBS reporter Hannah Chanpong tweeted that Hillary Clinton was dropping out of the 2016 presidential race.            See Example(s),fauxtography,"Sep 4th, 2016",False,False,False,false
1628,CBS reporter Hannah Chanpong tweeted that Hillary Clinton was dropping out of the 2016 presidential race.            See Example(s),fauxtography,"Sep 4th, 2016",False,True,False,false
1629,"Dr. Hardin B. Jones recently revealed that chemotherapy doesn't work 97% of the time, and doctors only recommend it to get kickbacks.            See Example(s)",medical,"Jun 28th, 2016",False,False,False,false
1630,"Dr. Hardin B. Jones recently revealed that chemotherapy doesn't work 97% of the time, and doctors only recommend it to get kickbacks.            See Example(s)",medical,"Jun 28th, 2016",False,False,True,false
1631,"A Spanish fisherman survived in a whale's belly for three days before being ""flushed out"" alive.",fake news,"Sep 3rd, 2016",False,False,False,false
1632,"A Spanish fisherman survived in a whale's belly for three days before being ""flushed out"" alive.",fake news,"Sep 3rd, 2016",False,True,False,false
1633,The Los Angeles Times stopped publishing work by cartoonist Dixon Diaz because he criticized Hillary Clinton.            See Example(s),fauxtography,"Sep 3rd, 2016",False,False,False,false
1634,"The CDC has proposed a new rule enabling the agency to ""apprehend and detain anyone, anywhere, at any time, without Due Process or any right of appeal"" and ""administer forced vaccinations.""            See Example(s)",politics,"Sep 2nd, 2016",False,False,True,false
1635,"The CDC has proposed a new rule enabling the agency to ""apprehend and detain anyone, anywhere, at any time, without Due Process or any right of appeal"" and ""administer forced vaccinations.""            See Example(s)",politics,"Sep 2nd, 2016",False,False,False,false
1636,Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.            See Example(s),automobiles,"May 17th, 2014",True,False,True,false
1637,Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.            See Example(s),automobiles,"May 17th, 2014",False,False,False,false
1638,Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.            See Example(s),automobiles,"May 17th, 2014",False,False,True,false
1639,Billionaire George Soros predicted Donald Trump will win the popular vote by a landslide but lose to Hillary Clinton because the election is rigged.            See Example(s),fake news,"Sep 2nd, 2016",False,False,False,false
1640,Aerial spraying of an insecticide targeting Zika-carrying mosquitoes in South Carolina resulted in the deaths of millions of bees.            See Example(s),critter country,"Sep 2nd, 2016",False,False,False,true
1641,"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness.""            See Example(s)",technology,"Sep 2nd, 2016",False,False,False,false
1642,"A map shows the results of the 2012 election if ""only taxpayers voted.""            See Example(s)",politics,"Sep 1st, 2016",False,False,False,false
1643,"Republican nominee Donald Trump called President Barack Obama a ""lying n*****r"" during a confrontation.            See Example(s)",fake news,"Sep 1st, 2016",False,False,False,false
1644,Controversial San Francisco 49ers quarterback Colin Kaepernick has worn socks depicting police officers as pigs.            See Example(s),sports,"Sep 1st, 2016",False,False,False,true
1645,Controversial San Francisco 49ers quarterback Colin Kaepernick has worn socks depicting police officers as pigs.            See Example(s),sports,"Sep 1st, 2016",False,True,False,true
1646,The former Florida representative and wrote an angry column about 49ers quarterback Colin Kaepernick on his personal blog.,fauxtography,"Sep 1st, 2016",False,False,False,true
1647,Photographs show a border fence between the countries of Mexico and Guatemala.            See Example(s),fauxtography,"Aug 26th, 2015",False,False,False,false
1648,"A video depicts a Chinese vendor making ""synthetic cabbages"" for sale in American restaurants and supermarkets.            See Example(s)",fauxtography,"Sep 1st, 2016",False,False,False,false
1649,Krispy Kreme is giving free doughnuts to anyone who talks or dresses like a pirate on 19 September 2016.,food,"Sep 1st, 2016",False,False,False,true
1650,Krispy Kreme is giving free doughnuts to anyone who talks or dresses like a pirate on 19 September 2016.,food,"Sep 1st, 2016",False,True,False,true
1651,Sylvester Stallone was found dead at his Los Angeles home at age 69.            See Example(s),fake news,"Sep 1st, 2016",False,False,False,false
1652,Sylvester Stallone was found dead at his Los Angeles home at age 69.            See Example(s),fake news,"Sep 1st, 2016",False,True,False,false
1653,A video shows a hawk snatching up a snake and dropping it amidst a family's barbecue.,fauxtography,"Sep 1st, 2016",False,False,False,false
1654,A video shows a Disney Princess in Tokyo with a dress that changes color at will.            See Example(s),fauxtography,"Aug 31st, 2016",False,False,False,false
1655,A video shows a Disney Princess in Tokyo with a dress that changes color at will.            See Example(s),fauxtography,"Aug 31st, 2016",False,True,False,false
1656,"United States Special Forces killed a giant in Kandahar in 2002, and the government is trying to cover it up.",politics,"Aug 31st, 2016",False,False,False,false
1657,"United States Special Forces killed a giant in Kandahar in 2002, and the government is trying to cover it up.",politics,"Aug 31st, 2016",False,True,False,false
1658,"At a press conference, NFL quarterback Colin Kaepernick wore a T-shirt bearing photos of Malcolm X and communist dictator Fidel Castro.            See Example(s)",sports,"Aug 31st, 2016",False,False,False,true
1659,"At a press conference, NFL quarterback Colin Kaepernick wore a T-shirt bearing photos of Malcolm X and communist dictator Fidel Castro.            See Example(s)",sports,"Aug 31st, 2016",False,True,False,true
1660,Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.            See Example(s),fauxtography,"Aug 31st, 2016",False,True,False,false
1661,Bill Maher and Michael Moore snuck onto Donald Trump's plane and stole his tax returns.            See Example(s),fauxtography,"Aug 31st, 2016",False,False,False,false
1662,"John Kerry suggested that the media cover acts of terrorism less often, and perhaps people might not ""know what's going on.""            See Example(s)",politics,"Aug 31st, 2016",False,False,False,true
1663,"A Kentucky food stamp recipient has more than $5,000 in unused food stamp benefits and is thus abusing the system.",food,"Aug 31st, 2016",False,False,False,false
1664,"A Kentucky food stamp recipient has more than $5,000 in unused food stamp benefits and is thus abusing the system.",food,"Aug 31st, 2016",False,True,False,false
1665,"Pokémon GO developer Niantic is working on Harry Potter Go, to be released in early 2017.            See Example(s)",technology,"Aug 31st, 2016",False,False,False,false
1666,"Pokémon GO developer Niantic is working on Harry Potter Go, to be released in early 2017.            See Example(s)",technology,"Aug 31st, 2016",False,False,True,false
1667,Colin Kaepernick was found dead in a San Francisco home during a controversy over his refusal to stand during the national anthem.            See Example(s),fake news,"Aug 31st, 2016",True,False,False,false
1668,Colin Kaepernick was found dead in a San Francisco home during a controversy over his refusal to stand during the national anthem.            See Example(s),fake news,"Aug 31st, 2016",False,False,True,false
1669,Colin Kaepernick was found dead in a San Francisco home during a controversy over his refusal to stand during the national anthem.            See Example(s),fake news,"Aug 31st, 2016",False,False,False,false
1670,Taxpayers are picking up the tab for food shelves in Minneapolis to provide halal food to Muslims on welfare.,fake news,"Aug 30th, 2016",False,False,False,false
1671,Taxpayers are picking up the tab for food shelves in Minneapolis to provide halal food to Muslims on welfare.,fake news,"Aug 30th, 2016",False,True,False,false
1672,A photograph shows a praying mantis after it killed a hummingbird.            See Example(s),critter country,"Aug 30th, 2016",False,False,False,true
1673,A photograph shows a praying mantis after it killed a hummingbird.            See Example(s),critter country,"Aug 30th, 2016",False,True,False,true
1674,CNN showed an altered version of a tweet written by Donald Trump during a news segment.            See Example(s),,"Aug 30th, 2016",False,False,False,true
1675,Pastor Joel Osteen apologized for using the Lord's name in a sermon.            See Example(s),fake news,"Aug 30th, 2016",True,False,False,false
1676,Pastor Joel Osteen apologized for using the Lord's name in a sermon.            See Example(s),fake news,"Aug 30th, 2016",False,False,False,false
1677,A video shows a shark attacking a surfer.            See Example(s),fauxtography,"Aug 30th, 2016",False,False,False,false
1678,An online coupon offers shoppers $90 off any purchase in a Food Lion grocery store.            See Example(s),fraud & scams,"Aug 30th, 2016",False,False,False,false
1679,An online coupon offers shoppers $90 off any purchase in a Food Lion grocery store.            See Example(s),fraud & scams,"Aug 30th, 2016",False,True,False,false
1680,"The Red Cross banned prayer in all disaster shelters, even those in churches.            See Example(s)",political news,"Aug 30th, 2016",False,False,False,false
1681,A photograph shows three 'smiling' birds next to a 'smiling' sun.            See Example(s),fauxtography,"Aug 30th, 2016",False,False,False,false
1682,A photograph shows three 'smiling' birds next to a 'smiling' sun.            See Example(s),fauxtography,"Aug 30th, 2016",False,True,False,false
1683,"Baseball player Jackie Robinson said, ""I cannot stand and sing the anthem. I cannot salute the flag; I know that I am a black man in a white world.""            See Example(s)",questionable quotes,"Aug 30th, 2016",False,True,False,true
1684,Eleven states have banned the use of electronic vehicles inside cars.            See Example(s),fake news,"Aug 29th, 2016",False,False,True,false
1685,John F. Kennedy Jr. was a frontrunner for a U.S. Senate seat from New York just before he was killed in a suspicious plane crash in 1999.            See Example(s),,"Aug 29th, 2016",False,False,False,false
1686,John F. Kennedy Jr. was a frontrunner for a U.S. Senate seat from New York just before he was killed in a suspicious plane crash in 1999.            See Example(s),,"Aug 29th, 2016",False,True,False,false
1687,The U.S. government has announced  they are planning to permanently ban Pokemon Go.            See Example(s),fake news,"Aug 29th, 2016",True,False,False,false
1688,The U.S. government has announced  they are planning to permanently ban Pokemon Go.            See Example(s),fake news,"Aug 29th, 2016",False,False,True,false
1689,The U.S. government has announced  they are planning to permanently ban Pokemon Go.            See Example(s),fake news,"Aug 29th, 2016",False,False,False,false
1690,Neil deGrasse Tyson addressed gender inequality on Twitter by tearing apart a joke about women in science.            See Example(s),science,"Aug 29th, 2016",False,False,False,false
1691,Neil deGrasse Tyson addressed gender inequality on Twitter by tearing apart a joke about women in science.            See Example(s),science,"Aug 29th, 2016",False,True,False,false
1692,Mike Pence called for a condom ban because he said their use leads to abortions.,fake news,"Aug 29th, 2016",False,False,True,false
1693,Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.            See Example(s),political news,"Mar 18th, 2015",False,False,False,true
1694,Photographs show 49ers quarterback Colin Kaepernick shortly after he converted to Islam.,fauxtography,"Aug 29th, 2016",False,False,False,false
1695,Photographs show 49ers quarterback Colin Kaepernick shortly after he converted to Islam.,fauxtography,"Aug 29th, 2016",False,True,False,false
1696,The principal of Mountain Dell Elementary School in Oregon sent a letter to parents informing them that the Pledge of Allegiance will be banned for the remainder of the school year.            See Example(s),fake news,"Aug 29th, 2016",False,False,False,false
1697,The principal of Mountain Dell Elementary School in Oregon sent a letter to parents informing them that the Pledge of Allegiance will be banned for the remainder of the school year.            See Example(s),fake news,"Aug 29th, 2016",False,True,False,false
1698,A rare 'marbled fuark' was captured on camera in Eastern Cambodia.            See Example(s),fauxtography,"Aug 29th, 2016",False,False,False,false
1699,"North Dakota Governor Jack Dalrymple gave the ""green light"" to shoot indigenous people on sight.            See Example(s)",politics,"Aug 28th, 2016",False,False,False,false
1700,"North Dakota Governor Jack Dalrymple gave the ""green light"" to shoot indigenous people on sight.            See Example(s)",politics,"Aug 28th, 2016",False,True,False,false
1701,"Eagles extend their lifespans by removing their beaks, talons, and feathers in order to grow new ones.            See Example(s)",critter country,"Dec 19th, 2007",False,False,False,false
1702,Metallica singer James Hetfield has earned a PhD in astrophysics.            See Example(s),fake news,"Aug 27th, 2016",False,False,False,false
1703,A high school boy was shot by a police officer who mistook his saxophone for a gun.            See Example(s),fake news,"Aug 27th, 2016",False,False,True,false
1704,A high school boy was shot by a police officer who mistook his saxophone for a gun.            See Example(s),fake news,"Aug 27th, 2016",False,False,False,false
1705,Mike Pence was recaptured after he attempted to escape from Donald Trump's campaign bus.            See Example(s),fake news,"Aug 27th, 2016",False,False,False,false
1706,Mike Pence was recaptured after he attempted to escape from Donald Trump's campaign bus.            See Example(s),fake news,"Aug 27th, 2016",False,True,False,false
1707,"President Obama ""enforced"" an Islamic opening prayer in the U.S. House of Representatives.            See Example(s)",religion,"Aug 26th, 2016",False,False,False,false
1708,Mylan CEO Heather Bresch as attacked by a bee swarm whilst strolling in a park and no one nearby had an EpiPen on hand to assist her because they're too expensive.,humor,"Aug 26th, 2016",False,False,False,false
1709,Mylan CEO Heather Bresch as attacked by a bee swarm whilst strolling in a park and no one nearby had an EpiPen on hand to assist her because they're too expensive.,humor,"Aug 26th, 2016",False,True,False,false
1710,Usain Bolt donated his entire $20 million earnings from the Olympic Games to his Jamaican high school.            See Example(s),fake news,"Aug 26th, 2016",False,False,False,false
1711,Usain Bolt donated his entire $20 million earnings from the Olympic Games to his Jamaican high school.            See Example(s),fake news,"Aug 26th, 2016",False,True,False,false
1712,Kinking an electrical wire stops electricity flow like kinking a garden hose stops water.,science,"Aug 26th, 2016",False,False,False,false
1713,Kinking an electrical wire stops electricity flow like kinking a garden hose stops water.,science,"Aug 26th, 2016",False,True,False,false
1714,"Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.            See Example(s)",viral phenomena,"Aug 26th, 2016",False,False,True,true
1715,"Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.            See Example(s)",viral phenomena,"Aug 26th, 2016",False,False,False,true
1716,"Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.            See Example(s)",viral phenomena,"Aug 26th, 2016",False,True,False,true
1717,"Presidential candidate Donald Trump said he'll be ""more popular than fried chicken and watermelon"" in the black community.            See Example(s)",fake news,"Aug 26th, 2016",False,False,False,false
1718,A photograph shows two motorcyclists on a beach protesting a 2016 burkini ban in France.,fauxtography,"Aug 26th, 2016",False,False,False,false
1719,Photograph shows Tennessee public school students being forced to pray in a mosque.,history,"Aug 25th, 2016",False,False,False,false
1720,Photograph shows Tennessee public school students being forced to pray in a mosque.,history,"Aug 25th, 2016",False,True,False,false
1721,Pastor Creflo Dollar was told by God to endorse Donald Trump.            See Example(s),fake news,"Aug 25th, 2016",False,False,False,false
1722,Pastor Creflo Dollar was told by God to endorse Donald Trump.            See Example(s),fake news,"Aug 25th, 2016",False,True,False,false
1723,The children's TV show 'Barney & Friends'  was based on a 1930s serial killer.            See Example(s),entertainment,"Aug 24th, 2016",False,False,False,false
1724,"Rush Limbaugh accused President Obama and the Democrats of recruiting lesbian farmers to ""attack"" conservative rural areas of the U.S.            See Example(s)",politics,"Aug 24th, 2016",False,False,False,true
1725,Michele Bachmann said that white people suffered more under the Obama administration than black people did during slavery.,fake news,"Aug 24th, 2016",False,False,True,false
1726,Michele Bachmann said that white people suffered more under the Obama administration than black people did during slavery.,fake news,"Aug 24th, 2016",False,False,False,false
1727,Astrophysicist Neil DeGrasse Tyson admonished a little girl who said she wanted to live on the planet Jupiter.            See Example(s),fake news,"Aug 24th, 2016",True,False,False,false
1728,Astrophysicist Neil DeGrasse Tyson admonished a little girl who said she wanted to live on the planet Jupiter.            See Example(s),fake news,"Aug 24th, 2016",False,False,True,false
1729,Astrophysicist Neil DeGrasse Tyson admonished a little girl who said she wanted to live on the planet Jupiter.            See Example(s),fake news,"Aug 24th, 2016",False,False,False,false
1730,"Peotone High School in Illinois banned American flags because they offend people and called an assembly to inform students U.S. flags would not be ""tolerated"" in any ""shape or form.""            See Example(s)",politics,"Aug 24th, 2016",False,False,False,false
1731,"Peotone High School in Illinois banned American flags because they offend people and called an assembly to inform students U.S. flags would not be ""tolerated"" in any ""shape or form.""            See Example(s)",politics,"Aug 24th, 2016",False,False,True,false
1732,"Donald Trump issued a series of angry tweets calling God a ""dope,"" a ""clown,"" and a ""loser.""            See Example(s)",fake news,"Aug 24th, 2016",False,False,False,false
1733,"Donald Trump issued a series of angry tweets calling God a ""dope,"" a ""clown,"" and a ""loser.""            See Example(s)",fake news,"Aug 24th, 2016",False,True,False,false
1734,A video depicts a young woman's struggling to open a can of Spaghetti-Os as a crowd watches and cheers her eventual hard-won victory.            See Example(s),fauxtography,"Aug 24th, 2016",False,False,True,false
1735,A video depicts a young woman's struggling to open a can of Spaghetti-Os as a crowd watches and cheers her eventual hard-won victory.            See Example(s),fauxtography,"Aug 24th, 2016",False,False,False,false
1736,A photograph of a 'My Daddy's Life Matters' sign included text explaining why its OK for police officers to shoot black men.,fauxtography,"Aug 24th, 2016",False,False,False,false
1737,A photograph of a 'My Daddy's Life Matters' sign included text explaining why its OK for police officers to shoot black men.,fauxtography,"Aug 24th, 2016",False,True,False,false
1738,"President Lyndon B. Johnson once said, ""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket. Hell, give him somebody to look down on, and he'll empty his pockets for you.""            See Example(s)",politics,"Aug 23rd, 2016",False,False,False,true
1739,Eerie clouds over Geneva were caused by the particle collider at CERN opening a portal to a new dimension.,politics,"Aug 23rd, 2016",False,False,False,false
1740,Eerie clouds over Geneva were caused by the particle collider at CERN opening a portal to a new dimension.,politics,"Aug 23rd, 2016",False,True,False,false
1741,A woman who was impregnated by a goat has had a goat-child.,,"Aug 23rd, 2016",False,False,False,false
1742,A woman who was impregnated by a goat has had a goat-child.,,"Aug 23rd, 2016",False,True,False,false
1743,A photograph shows a real portrait of Donald Trump and his family.            See Example(s),politics,"Aug 23rd, 2016",False,False,False,true
1744,A photograph shows a real portrait of Donald Trump and his family.            See Example(s),politics,"Aug 23rd, 2016",False,True,False,true
1745,"President Obama said, ""Even terrorists have rights and we should respect them.""            See Example(s)",politics,"Aug 23rd, 2016",True,False,False,false
1746,"President Obama said, ""Even terrorists have rights and we should respect them.""            See Example(s)",politics,"Aug 23rd, 2016",False,False,False,false
1747,A tornado carried a mobile home for 130 miles  and left its occupants unharmed.            See Example(s),fake news,"Aug 23rd, 2016",False,False,False,false
1748,A tornado carried a mobile home for 130 miles  and left its occupants unharmed.            See Example(s),fake news,"Aug 23rd, 2016",False,True,False,false
1749,A KFC promotion offered Extra Crispy Sunscreen to consumers.,business,"Aug 23rd, 2016",False,False,False,true
1750,Mark Zuckerberg's real name is Jacob Michael Greenberg and he is the grandson of billionaire David Rockefeller.            See Example(s),media matters,"Aug 22nd, 2016",True,False,False,false
